Account name,Customer ID,Campaign,Campaign type,Day,Currency code,Budget,Cost,Impr.,Clicks
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,04/10/2024,GBP,12.32,12.27,123,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,04/10/2024,USD,322.58,31.76,58,42
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,04/10/2024,USD,300,0,1,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,05/10/2024,GBP,10.9,8,84,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,05/10/2024,GBP,7.27,2.55,25,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,05/10/2024,GBP,10.9,3.04,32,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,05/10/2024,GBP,7.27,2.82,26,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,05/10/2024,GBP,8.21,3.45,12,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,05/10/2024,GBP,12.32,10.31,34,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,05/10/2024,USD,322.58,7.86,28,16
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,05/10/2024,USD,300,0,1,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,06/10/2024,GBP,10.9,16.21,32,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,06/10/2024,GBP,7.27,5.98,41,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,06/10/2024,GBP,10.9,5.17,45,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,06/10/2024,GBP,7.27,4.44,50,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,06/10/2024,GBP,8.21,1,29,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,06/10/2024,GBP,12.32,12.14,62,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,06/10/2024,USD,322.58,27.61,48,24
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,06/10/2024,USD,300,0,2,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,07/10/2024,GBP,10.9,9.2,110,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,07/10/2024,GBP,7.27,11.04,51,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,07/10/2024,GBP,10.9,3.75,95,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,07/10/2024,GBP,7.27,10.28,22,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,07/10/2024,GBP,8.21,3.69,59,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,07/10/2024,GBP,12.32,13.39,120,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,07/10/2024,USD,322.58,39.49,56,37
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,07/10/2024,USD,300,0,2,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,08/10/2024,GBP,10.9,7.62,130,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,08/10/2024,GBP,7.27,10.33,67,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,08/10/2024,GBP,10.9,21.77,109,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,08/10/2024,GBP,7.27,7.41,79,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,08/10/2024,GBP,8.21,16.41,75,9
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,08/10/2024,GBP,12.32,14.65,82,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,08/10/2024,USD,322.58,49.27,54,44
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,09/10/2024,GBP,10.9,0,57,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,09/10/2024,GBP,7.27,2.43,45,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,09/10/2024,GBP,10.9,16.27,20,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,09/10/2024,GBP,7.27,7,69,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,09/10/2024,GBP,8.21,10.08,35,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,09/10/2024,GBP,12.32,4.6,55,2
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,09/10/2024,USD,322.58,26.35,37,28
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,10/10/2024,GBP,10.9,16.25,61,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,10/10/2024,GBP,7.27,2.48,19,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,10/10/2024,GBP,10.9,3,42,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,10/10/2024,GBP,7.27,0,18,0
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,10/10/2024,GBP,8.21,7.65,35,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,10/10/2024,GBP,12.32,11.49,27,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,10/10/2024,USD,322.58,16.81,30,17
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,11/10/2024,GBP,10.9,14.67,103,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,11/10/2024,GBP,7.27,13.41,60,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,11/10/2024,GBP,10.9,14.85,81,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,11/10/2024,GBP,7.27,13.16,58,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,11/10/2024,GBP,8.21,5.38,50,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,11/10/2024,GBP,12.32,0,33,0
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,11/10/2024,USD,322.58,21.76,42,21
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,12/10/2024,GBP,10.9,3.52,53,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,12/10/2024,GBP,7.27,6.69,41,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,12/10/2024,GBP,10.9,13.13,8,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,12/10/2024,GBP,7.27,6.53,50,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,12/10/2024,GBP,8.21,9.72,11,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,12/10/2024,GBP,12.32,5.8,68,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,12/10/2024,USD,322.58,24.86,41,30
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,13/10/2024,GBP,10.9,14.26,18,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,13/10/2024,GBP,7.27,3.32,56,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,13/10/2024,GBP,10.9,0,50,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,13/10/2024,GBP,7.27,9.16,32,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,13/10/2024,GBP,8.21,4.73,33,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,13/10/2024,GBP,12.32,24.09,73,7
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,13/10/2024,USD,322.58,22.4,41,25
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,01/10/2024,GBP,22.63,32.54,84,8
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,02/10/2024,GBP,22.63,33.66,104,8
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,03/10/2024,GBP,22.63,26.45,73,5
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,04/10/2024,GBP,22.63,16.2,60,6
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,05/10/2024,GBP,22.63,0.47,13,2
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,06/10/2024,GBP,22.63,2.07,16,6
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,07/10/2024,GBP,22.63,44.64,171,16
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,08/10/2024,GBP,22.63,34.82,113,15
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,09/10/2024,GBP,22.63,31.35,191,16
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,10/10/2024,GBP,22.63,25.99,136,8
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,11/10/2024,GBP,22.63,20.13,176,12
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,12/10/2024,GBP,22.63,3.67,36,4
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,13/10/2024,GBP,22.63,1.69,22,5
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,01/10/2024,GBP,5,5.43,88,10
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,01/10/2024,GBP,5,6.47,90,13
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,01/10/2024,GBP,2,2.11,"14,155",37
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,01/10/2024,GBP,2,2.19,"11,098",31
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,01/10/2024,GBP,2,2.2,"14,857",33
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,01/10/2024,GBP,2,1.99,"17,603",61
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,01/10/2024,GBP,2,2.14,"11,664",52
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,01/10/2024,GBP,5,5.09,"22,925",147
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,01/10/2024,GBP,16.12,9.51,454,32
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,02/10/2024,GBP,5,6.19,73,10
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,02/10/2024,GBP,5,3.58,75,7
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,02/10/2024,GBP,2,2.11,"11,451",35
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,02/10/2024,GBP,2,2.04,"16,421",30
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,02/10/2024,GBP,2,2.14,"13,260",32
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,02/10/2024,GBP,2,1.78,"14,033",54
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,02/10/2024,GBP,2,1.95,"10,744",59
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,02/10/2024,GBP,5,4.95,"30,622",144
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,02/10/2024,GBP,16.12,14.14,443,45
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,03/10/2024,GBP,5,7.1,65,11
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,03/10/2024,GBP,5,2.08,69,5
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,03/10/2024,GBP,2,1.99,"15,538",48
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,03/10/2024,GBP,2,1.99,"22,546",35
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,03/10/2024,GBP,2,2.07,"14,138",34
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,03/10/2024,GBP,2,2.38,"13,889",56
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,03/10/2024,GBP,2,2,"7,033",56
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,03/10/2024,GBP,5,5.11,"25,286",132
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,03/10/2024,GBP,16.12,26.18,901,69
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,04/10/2024,GBP,5,4.56,68,12
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,04/10/2024,GBP,5,4.86,77,9
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,04/10/2024,GBP,2,2.08,"12,513",42
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,04/10/2024,GBP,2,2.03,"14,115",33
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,04/10/2024,GBP,2,1.97,"14,082",31
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,04/10/2024,GBP,2,2.26,"8,554",31
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,04/10/2024,GBP,2,1.58,"9,691",42
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,04/10/2024,GBP,5,5.32,"29,603",136
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,04/10/2024,GBP,16.12,14.79,625,43
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,05/10/2024,GBP,5,4.12,55,10
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,05/10/2024,GBP,5,3.75,59,5
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,05/10/2024,GBP,2,1.97,"11,209",47
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,05/10/2024,GBP,2,2,"15,403",36
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,05/10/2024,GBP,2,2.13,"13,884",29
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,05/10/2024,GBP,2,2,"13,053",51
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,05/10/2024,GBP,2,2.54,"14,810",49
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,05/10/2024,GBP,5,4.99,"23,265",143
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,05/10/2024,GBP,16.12,14.75,701,43
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,06/10/2024,GBP,5,1.75,58,4
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,06/10/2024,GBP,5,7.03,82,13
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,06/10/2024,GBP,2,2.08,"10,189",52
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,06/10/2024,GBP,2,2.05,"13,168",41
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,06/10/2024,GBP,2,2.54,"10,663",46
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,06/10/2024,GBP,2,2.08,"10,384",64
