Account name,Customer ID,Campaign,Campaign type,Day,Currency code,Budget,Cost,Impr.,Clicks
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,19/10/2024,GBP,2,2.92,"16,569",36
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,19/10/2024,GBP,2,2.08,"13,068",39
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,19/10/2024,GBP,2,2.08,"12,630",54
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,19/10/2024,GBP,2,2.28,"9,454",47
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,19/10/2024,GBP,5,4.89,"17,984",150
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,19/10/2024,GBP,16.12,12.56,334,43
Cherry Godfrey Group,207-885-5773,[D]GSY_PLoans,Display,20/10/2024,GBP,5,9.2,"64,153",169
Cherry Godfrey Group,207-885-5773,[D]IOM_PLoans,Display,20/10/2024,GBP,5,6.7,"20,346",76
Cherry Godfrey Group,207-885-5773,[D]IOW_PLoans,Display,20/10/2024,GBP,5,5.3,"29,275",124
Cherry Godfrey Group,207-885-5773,[D]JSY_PLoans,Display,20/10/2024,GBP,5,7.3,"25,485",92
Cherry Godfrey Group,207-885-5773,[S] IOM - PLoans,Search,20/10/2024,GBP,5,0.99,67,3
Cherry Godfrey Group,207-885-5773,[S] Jsy - PLoans,Search,20/10/2024,GBP,5,5.23,63,5
Cherry Godfrey Group,207-885-5773,[S]GSY_PLoans,Search,20/10/2024,GBP,5,5.37,81,15
Cherry Godfrey Group,207-885-5773,[S]PLoans_IOW,Search,20/10/2024,GBP,5,3.54,54,8
Cherry Godfrey Group,207-885-5773,Guernsey LInsurance 2022,Display,20/10/2024,GBP,2,2,"8,771",45
Cherry Godfrey Group,207-885-5773,IOM LInsurance 2022,Display,20/10/2024,GBP,2,2.1,"8,212",104
Cherry Godfrey Group,207-885-5773,IOW Life Insurance,Display,20/10/2024,GBP,2,2.08,"11,562",39
Cherry Godfrey Group,207-885-5773,IOW Mortgages,Display,20/10/2024,GBP,2,2,"13,817",40
Cherry Godfrey Group,207-885-5773,Jersey LInsurance 2022,Display,20/10/2024,GBP,2,1.93,"16,302",67
Cherry Godfrey Group,207-885-5773,Mortgages Guernsey 2022,Display,20/10/2024,GBP,2,2.08,"9,221",41
Cherry Godfrey Group,207-885-5773,Mortgages Jersey 2022,Display,20/10/2024,GBP,5,4.98,"18,603",171
Promensil,513-166-8734,PCM - Search - Promensil - Consideration - 24-25,Search,20/10/2024,GBP,16.12,15.61,604,51
Haliborange - PCM,910-547-9147,_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,14/10/2024,GBP,32.25,32.32,"10,325",562
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,14/10/2024,GBP,41.93,55.54,862,58
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,14/10/2024,GBP,80.64,80.51,"29,111",65
Haliborange - PCM,910-547-9147,_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,15/10/2024,GBP,32.25,31.82,"8,368",557
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,15/10/2024,GBP,41.93,45.76,699,47
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,15/10/2024,GBP,80.64,80.87,"30,361",59
Haliborange - PCM,910-547-9147,_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,16/10/2024,GBP,32.25,32.3,"7,851",562
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,16/10/2024,GBP,41.93,42.65,671,50
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,16/10/2024,GBP,80.64,80.03,"25,680",72
Haliborange - PCM,910-547-9147,_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,17/10/2024,GBP,32.25,30.37,"8,277",520
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,17/10/2024,GBP,41.93,43.93,800,50
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,17/10/2024,GBP,80.64,79.96,"23,760",70
Haliborange - PCM,910-547-9147,_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,18/10/2024,GBP,32.25,34.19,"12,762",559
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,18/10/2024,GBP,41.93,40.31,555,50
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,18/10/2024,GBP,80.64,80.11,"23,017",74
Haliborange - PCM,910-547-9147,_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,19/10/2024,GBP,32.25,34.02,"9,990",570
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,19/10/2024,GBP,41.93,33.49,678,41
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,19/10/2024,GBP,80.64,79.59,"27,544",65
Haliborange - PCM,910-547-9147,_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,20/10/2024,GBP,32.25,35.16,"11,356",628
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,20/10/2024,GBP,41.93,40.67,646,54
Haliborange - PCM,910-547-9147,_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,20/10/2024,GBP,80.64,79.15,"28,978",80
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_display_cpc_traffic_sep_2024_,Display,14/10/2024,GBP,25.8,25.76,"6,780",479
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_search_cpc_traffic_sep_2024_,Search,14/10/2024,GBP,32.25,34.32,774,119
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_video_cpm_traffic_oct_2024_,Video,14/10/2024,GBP,48.38,48.43,"12,485",14
Skin Doctors - PCM,393-022-8800,_pcm_instants_uk_display_cpc_traffic_oct_2024_,Display,14/10/2024,GBP,24.28,50.69,"30,208",111
Skin Doctors - PCM,393-022-8800,_pcm_radiance_renew_uk_display_cpc_traffic_oct_2024_,Display,14/10/2024,GBP,17.74,18.17,"81,358",416
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_display_cpc_traffic_sep_2024_,Display,15/10/2024,GBP,25.8,22.23,"5,641",386
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_search_cpc_traffic_sep_2024_,Search,15/10/2024,GBP,32.25,35.34,759,124
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_video_cpm_traffic_oct_2024_,Video,15/10/2024,GBP,48.38,48.3,"12,930",22
Skin Doctors - PCM,393-022-8800,_pcm_instants_uk_display_cpc_traffic_oct_2024_,Display,15/10/2024,GBP,24.28,51.28,"23,934",105
Skin Doctors - PCM,393-022-8800,_pcm_radiance_renew_uk_display_cpc_traffic_oct_2024_,Display,15/10/2024,GBP,17.74,18.49,"54,044",330
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_display_cpc_traffic_sep_2024_,Display,16/10/2024,GBP,25.8,24.14,"7,410",397
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_search_cpc_traffic_sep_2024_,Search,16/10/2024,GBP,32.25,35.3,716,124
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_video_cpm_traffic_oct_2024_,Video,16/10/2024,GBP,48.38,48.24,"14,027",18
Skin Doctors - PCM,393-022-8800,_pcm_instants_uk_display_cpc_traffic_oct_2024_,Display,16/10/2024,GBP,24.28,25.4,"13,578",105
Skin Doctors - PCM,393-022-8800,_pcm_radiance_renew_uk_display_cpc_traffic_oct_2024_,Display,16/10/2024,GBP,17.74,17.36,"104,627",455
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_display_cpc_traffic_sep_2024_,Display,17/10/2024,GBP,25.8,26.25,"63,863",427
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_search_cpc_traffic_sep_2024_,Search,17/10/2024,GBP,32.25,31.72,743,112
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_video_cpm_traffic_oct_2024_,Video,17/10/2024,GBP,48.38,47.76,"13,675",24
Skin Doctors - PCM,393-022-8800,_pcm_instants_uk_display_cpc_traffic_oct_2024_,Display,17/10/2024,GBP,24.28,24.9,"20,432",161
Skin Doctors - PCM,393-022-8800,_pcm_radiance_renew_uk_display_cpc_traffic_oct_2024_,Display,17/10/2024,GBP,17.74,17.69,"138,090",433
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_display_cpc_traffic_sep_2024_,Display,18/10/2024,GBP,25.8,27.82,"89,621",483
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_search_cpc_traffic_sep_2024_,Search,18/10/2024,GBP,32.25,33.32,677,115
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_video_cpm_traffic_oct_2024_,Video,18/10/2024,GBP,48.38,47.98,"13,427",24
Skin Doctors - PCM,393-022-8800,_pcm_instants_uk_display_cpc_traffic_oct_2024_,Display,18/10/2024,GBP,24.28,24.44,"21,756",185
Skin Doctors - PCM,393-022-8800,_pcm_radiance_renew_uk_display_cpc_traffic_oct_2024_,Display,18/10/2024,GBP,17.74,17.45,"60,629",258
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_display_cpc_traffic_sep_2024_,Display,19/10/2024,GBP,25.8,30.03,"40,268",526
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_search_cpc_traffic_sep_2024_,Search,19/10/2024,GBP,32.25,30.64,600,111
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_video_cpm_traffic_oct_2024_,Video,19/10/2024,GBP,48.38,47.76,"12,848",23
Skin Doctors - PCM,393-022-8800,_pcm_instants_uk_display_cpc_traffic_oct_2024_,Display,19/10/2024,GBP,24.28,25.39,"19,918",199
Skin Doctors - PCM,393-022-8800,_pcm_radiance_renew_uk_display_cpc_traffic_oct_2024_,Display,19/10/2024,GBP,17.74,17.43,"83,068",328
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_display_cpc_traffic_sep_2024_,Display,20/10/2024,GBP,25.8,29.86,"60,809",539
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_search_cpc_traffic_sep_2024_,Search,20/10/2024,GBP,32.25,32.17,630,111
Bioglan,784-415-3148,_pcm_bgl_vg_sk_uk_video_cpm_traffic_oct_2024_,Video,20/10/2024,GBP,48.38,47.57,"12,726",27
Skin Doctors - PCM,393-022-8800,_pcm_instants_uk_display_cpc_traffic_oct_2024_,Display,20/10/2024,GBP,24.28,25.97,"22,629",251
Skin Doctors - PCM,393-022-8800,_pcm_radiance_renew_uk_display_cpc_traffic_oct_2024_,Display,20/10/2024,GBP,17.74,18.32,"35,950",347
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,14/10/2024,GBP,22.63,39.8,407,26
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,15/10/2024,GBP,22.63,40.3,69,11
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,16/10/2024,GBP,22.63,23.57,108,13
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,17/10/2024,GBP,22.63,24.14,113,15
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,18/10/2024,GBP,22.63,19.52,133,11
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,19/10/2024,GBP,22.63,2.34,36,3
Lynwood,901-619-3253,PCM - Search - Lynwood Rentals - Brand,Search,20/10/2024,GBP,22.63,2.95,34,7
BSSAA Limited,265-723-1290,PCM - Search - General Brand,Search,14/10/2024,GBP,36,20.71,229,38
BSSAA Limited,265-723-1290,PCM - Search - General Product,Search,14/10/2024,GBP,15.3,2.69,35,5
BSSAA Limited,265-723-1290,PCM - Search - Oral Solutions,Search,14/10/2024,GBP,21,8.61,75,11
BSSAA Limited,265-723-1290,Shopping - 2024-09-20,Shopping,14/10/2024,GBP,50,5.24,"2,415",15
BSSAA Limited,265-723-1290,PCM - Search - General Brand,Search,15/10/2024,GBP,36,31.26,215,36
BSSAA Limited,265-723-1290,PCM - Search - General Product,Search,15/10/2024,GBP,15.3,2.66,32,4
BSSAA Limited,265-723-1290,PCM - Search - Oral Solutions,Search,15/10/2024,GBP,21,4.03,65,4
BSSAA Limited,265-723-1290,Shopping - 2024-09-20,Shopping,15/10/2024,GBP,50,3.83,"2,329",12
BSSAA Limited,265-723-1290,PCM - Search - General Brand,Search,16/10/2024,GBP,36,22.6,188,33
BSSAA Limited,265-723-1290,PCM - Search - General Product,Search,16/10/2024,GBP,15.3,1.81,41,3
BSSAA Limited,265-723-1290,PCM - Search - Oral Solutions,Search,16/10/2024,GBP,21,6.21,52,6
BSSAA Limited,265-723-1290,Shopping - 2024-09-20,Shopping,16/10/2024,GBP,50,14,"3,030",18
BSSAA Limited,265-723-1290,PCM - Search - General Brand,Search,17/10/2024,GBP,36,17.04,191,27
BSSAA Limited,265-723-1290,PCM - Search - General Product,Search,17/10/2024,GBP,15.3,0.43,22,2
BSSAA Limited,265-723-1290,PCM - Search - Oral Solutions,Search,17/10/2024,GBP,21,12.37,64,12
BSSAA Limited,265-723-1290,Shopping - 2024-09-20,Shopping,17/10/2024,GBP,50,19.56,"4,181",32
BSSAA Limited,265-723-1290,PCM - Search - General Brand,Search,18/10/2024,GBP,36,12.25,184,29
BSSAA Limited,265-723-1290,PCM - Search - General Product,Search,18/10/2024,GBP,15.3,1.89,29,3
BSSAA Limited,265-723-1290,PCM - Search - Oral Solutions,Search,18/10/2024,GBP,21,5.92,75,8
BSSAA Limited,265-723-1290,Shopping - 2024-09-20,Shopping,18/10/2024,GBP,50,24.72,"6,005",44
BSSAA Limited,265-723-1290,PCM - Search - General Brand,Search,19/10/2024,GBP,36,26.26,209,47
BSSAA Limited,265-723-1290,PCM - Search - General Product,Search,19/10/2024,GBP,15.3,1.57,38,3
BSSAA Limited,265-723-1290,PCM - Search - Oral Solutions,Search,19/10/2024,GBP,21,1.35,35,2
BSSAA Limited,265-723-1290,Shopping - 2024-09-20,Shopping,19/10/2024,GBP,50,21.97,"6,651",37
BSSAA Limited,265-723-1290,PCM - Search - General Brand,Search,20/10/2024,GBP,36,14.11,184,31
BSSAA Limited,265-723-1290,PCM - Search - General Product,Search,20/10/2024,GBP,15.3,1.99,23,2
BSSAA Limited,265-723-1290,PCM - Search - Oral Solutions,Search,20/10/2024,GBP,21,5.71,64,8
BSSAA Limited,265-723-1290,Shopping - 2024-09-20,Shopping,20/10/2024,GBP,50,23.25,"7,296",39
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,14/10/2024,GBP,10.9,14.07,37,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,14/10/2024,GBP,7.27,8.01,94,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,14/10/2024,GBP,10.9,21.08,102,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,14/10/2024,GBP,7.27,6.66,37,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,14/10/2024,GBP,8.21,11.29,68,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,14/10/2024,GBP,12.32,21.12,35,6
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,14/10/2024,USD,322.58,24.36,45,25
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,14/10/2024,USD,300,0,1,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,15/10/2024,GBP,10.9,8.05,80,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,15/10/2024,GBP,7.27,12.69,12,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,15/10/2024,GBP,10.9,14.56,11,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,15/10/2024,GBP,7.27,6.19,55,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,15/10/2024,GBP,8.21,12.07,89,8
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,15/10/2024,GBP,12.32,14.51,31,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,15/10/2024,USD,322.58,21.86,47,28
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,15/10/2024,USD,300,0,1,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,16/10/2024,GBP,10.9,14.03,31,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,16/10/2024,GBP,7.27,8.05,41,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,16/10/2024,GBP,10.9,14.75,60,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,16/10/2024,GBP,7.27,8.63,26,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,16/10/2024,GBP,8.21,11.69,61,8
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,16/10/2024,GBP,12.32,12.67,56,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,16/10/2024,USD,322.58,30.74,60,37
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,16/10/2024,USD,300,0,2,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,17/10/2024,GBP,10.9,13.66,110,8
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,17/10/2024,GBP,7.27,10.16,66,6
