Account name,Customer ID,Campaign,Campaign type,Day,Currency code,Budget,Cost,Impr.,Clicks
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,04/10/2024,GBP,7.27,5.05,15,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,04/10/2024,GBP,10.9,9.06,51,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,04/10/2024,GBP,7.27,10.03,17,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,04/10/2024,GBP,8.21,6.39,40,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,04/10/2024,GBP,12.32,12.27,123,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,04/10/2024,USD,322.58,31.76,58,42
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,04/10/2024,USD,300,0,1,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,05/10/2024,GBP,10.9,8,84,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,05/10/2024,GBP,7.27,2.55,25,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,05/10/2024,GBP,10.9,3.04,32,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,05/10/2024,GBP,7.27,2.82,26,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,05/10/2024,GBP,8.21,3.45,12,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,05/10/2024,GBP,12.32,10.31,34,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,05/10/2024,USD,322.58,7.86,28,16
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,05/10/2024,USD,300,0,1,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,06/10/2024,GBP,10.9,16.21,32,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,06/10/2024,GBP,7.27,5.98,41,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,06/10/2024,GBP,10.9,5.17,45,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,06/10/2024,GBP,7.27,4.44,50,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,06/10/2024,GBP,8.21,1,29,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,06/10/2024,GBP,12.32,12.14,62,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,06/10/2024,USD,322.58,27.61,48,24
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,06/10/2024,USD,300,0,2,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,07/10/2024,GBP,10.9,9.2,110,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,07/10/2024,GBP,7.27,11.04,51,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,07/10/2024,GBP,10.9,3.75,95,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,07/10/2024,GBP,7.27,10.28,22,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,07/10/2024,GBP,8.21,3.69,59,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,07/10/2024,GBP,12.32,13.39,120,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,07/10/2024,USD,322.58,39.49,56,37
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,07/10/2024,USD,300,0,2,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,08/10/2024,GBP,10.9,7.62,130,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,08/10/2024,GBP,7.27,10.33,67,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,08/10/2024,GBP,10.9,21.77,109,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,08/10/2024,GBP,7.27,7.41,79,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,08/10/2024,GBP,8.21,16.41,75,9
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,08/10/2024,GBP,12.32,14.65,82,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,08/10/2024,USD,322.58,49.27,54,44
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,09/10/2024,GBP,10.9,0,57,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,09/10/2024,GBP,7.27,2.43,45,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,09/10/2024,GBP,10.9,16.27,20,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,09/10/2024,GBP,7.27,7,69,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,09/10/2024,GBP,8.21,10.08,35,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,09/10/2024,GBP,12.32,4.6,55,2
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,09/10/2024,USD,322.58,26.35,37,28
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,10/10/2024,GBP,10.9,16.25,61,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,10/10/2024,GBP,7.27,2.48,19,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,10/10/2024,GBP,10.9,3,42,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,10/10/2024,GBP,7.27,0,18,0
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,10/10/2024,GBP,8.21,7.65,35,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,10/10/2024,GBP,12.32,11.49,27,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,10/10/2024,USD,322.58,16.81,30,17
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,11/10/2024,GBP,10.9,14.67,103,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,11/10/2024,GBP,7.27,13.41,60,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,11/10/2024,GBP,10.9,14.85,81,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,11/10/2024,GBP,7.27,13.16,58,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,11/10/2024,GBP,8.21,5.38,50,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,11/10/2024,GBP,12.32,0,33,0
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,11/10/2024,USD,322.58,21.76,42,21
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,12/10/2024,GBP,10.9,3.52,53,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,12/10/2024,GBP,7.27,6.69,41,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,12/10/2024,GBP,10.9,13.13,8,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,12/10/2024,GBP,7.27,6.53,50,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,12/10/2024,GBP,8.21,9.72,11,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,12/10/2024,GBP,12.32,5.8,68,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,12/10/2024,USD,322.58,24.86,41,30
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,13/10/2024,GBP,10.9,14.26,18,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,13/10/2024,GBP,7.27,3.32,56,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,13/10/2024,GBP,10.9,0,50,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,13/10/2024,GBP,7.27,9.16,32,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,13/10/2024,GBP,8.21,4.73,33,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,13/10/2024,GBP,12.32,24.09,73,7
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,13/10/2024,USD,322.58,22.4,41,25
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,14/10/2024,GBP,10.9,14.07,37,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,14/10/2024,GBP,7.27,8.01,94,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,14/10/2024,GBP,10.9,21.08,102,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,14/10/2024,GBP,7.27,6.66,37,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,14/10/2024,GBP,8.21,11.29,68,7
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,14/10/2024,GBP,12.32,21.12,35,6
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,14/10/2024,USD,322.58,24.36,45,25
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,14/10/2024,USD,300,0,1,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,15/10/2024,GBP,10.9,8.05,80,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,15/10/2024,GBP,7.27,12.69,12,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,15/10/2024,GBP,10.9,14.56,11,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,15/10/2024,GBP,7.27,6.19,55,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,15/10/2024,GBP,8.21,12.07,89,8
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,15/10/2024,GBP,12.32,14.51,31,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,15/10/2024,USD,322.58,21.86,47,28
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,15/10/2024,USD,300,0,1,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,16/10/2024,GBP,10.9,14.03,31,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,16/10/2024,GBP,7.27,8.05,41,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,16/10/2024,GBP,10.9,14.75,60,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,16/10/2024,GBP,7.27,8.63,26,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,16/10/2024,GBP,8.21,11.69,61,8
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,16/10/2024,GBP,12.32,12.67,56,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,16/10/2024,USD,322.58,30.74,60,37
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,16/10/2024,USD,300,0,2,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,17/10/2024,GBP,10.9,13.66,110,8
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,17/10/2024,GBP,7.27,10.16,66,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,17/10/2024,GBP,10.9,7,73,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,17/10/2024,GBP,7.27,9.63,49,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,17/10/2024,GBP,8.21,8.71,58,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,17/10/2024,GBP,12.32,10.6,56,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,17/10/2024,USD,322.58,15.56,39,23
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,18/10/2024,GBP,10.9,10.45,70,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,18/10/2024,GBP,7.27,3.77,48,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,18/10/2024,GBP,10.9,14.75,65,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,18/10/2024,GBP,7.27,11.18,59,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,18/10/2024,GBP,8.21,7.28,15,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,18/10/2024,GBP,12.32,8.76,64,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,18/10/2024,USD,322.58,28.42,45,28
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,18/10/2024,USD,300,0,1,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,19/10/2024,GBP,10.9,6.44,51,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,19/10/2024,GBP,7.27,1.94,22,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,19/10/2024,GBP,10.9,7.75,41,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,19/10/2024,GBP,7.27,0,30,0
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,19/10/2024,GBP,8.21,6.03,32,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,19/10/2024,GBP,12.32,3.68,40,2
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,19/10/2024,USD,322.58,18.17,34,24
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,20/10/2024,GBP,10.9,3.9,58,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,20/10/2024,GBP,7.27,0,12,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,20/10/2024,GBP,10.9,8.83,41,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,20/10/2024,GBP,7.27,7.53,49,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,20/10/2024,GBP,8.21,2.04,27,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,20/10/2024,GBP,12.32,7.4,39,2
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,20/10/2024,USD,322.58,18.36,39,23
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,21/10/2024,GBP,10.9,14.14,11,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,21/10/2024,GBP,7.27,14.54,86,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,21/10/2024,GBP,10.9,11.8,16,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,21/10/2024,GBP,7.27,7.72,4,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,21/10/2024,GBP,8.21,9.6,65,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,21/10/2024,GBP,12.32,16.06,53,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,21/10/2024,USD,322.58,40.55,53,37
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,22/10/2024,GBP,10.9,13.89,65,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,22/10/2024,GBP,7.27,9.02,78,8
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,22/10/2024,GBP,10.9,8.28,42,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,22/10/2024,GBP,7.27,7.31,29,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,22/10/2024,GBP,8.21,9.17,66,8
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,22/10/2024,GBP,12.32,15.47,77,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,22/10/2024,USD,322.58,25.32,36,30
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,23/10/2024,GBP,10.9,5.48,88,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,23/10/2024,GBP,7.27,13.85,56,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,23/10/2024,GBP,10.9,10.85,53,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,23/10/2024,GBP,7.27,8.42,150,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,23/10/2024,GBP,8.21,7.5,40,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,23/10/2024,GBP,12.32,5.65,104,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,23/10/2024,USD,322.58,26.25,45,28
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,24/10/2024,GBP,10.9,10.94,66,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,24/10/2024,GBP,7.27,2.94,16,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,24/10/2024,GBP,10.9,9.85,33,4
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,24/10/2024,GBP,7.27,7.28,53,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,24/10/2024,GBP,8.21,4.9,44,4
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,24/10/2024,GBP,12.32,14.75,115,6
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,24/10/2024,USD,322.58,24.63,55,29
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,25/10/2024,GBP,10.9,0.82,29,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,25/10/2024,GBP,7.27,4.69,47,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,25/10/2024,GBP,10.9,1.78,16,1
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,25/10/2024,GBP,7.27,8.07,49,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,25/10/2024,GBP,8.21,12.17,38,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,25/10/2024,GBP,12.32,27.19,136,9
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,25/10/2024,USD,322.58,36.88,50,34
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,26/10/2024,GBP,10.9,12.75,49,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,26/10/2024,GBP,7.27,4.5,46,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,26/10/2024,GBP,10.9,0,13,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,26/10/2024,GBP,7.27,4.89,62,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,26/10/2024,GBP,8.21,5.09,41,5
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,26/10/2024,GBP,12.32,10.39,41,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,26/10/2024,USD,322.58,27.76,49,30
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,27/10/2024,GBP,10.9,11.88,176,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,27/10/2024,GBP,7.27,2.16,21,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,27/10/2024,GBP,10.9,12.78,42,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,27/10/2024,GBP,7.27,1.38,31,1
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,27/10/2024,GBP,8.21,3.35,34,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,27/10/2024,GBP,12.32,10.69,22,3
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,27/10/2024,USD,322.58,21.48,45,27
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,28/10/2024,GBP,10.9,20.92,218,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,28/10/2024,GBP,7.27,3.39,51,2
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,28/10/2024,GBP,10.9,24.05,13,3
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,28/10/2024,GBP,7.27,9.12,43,2
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,28/10/2024,GBP,8.21,12.46,134,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,28/10/2024,GBP,12.32,12.32,19,4
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,28/10/2024,USD,322.58,29.29,63,32
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,29/10/2024,GBP,10.9,11.3,162,6
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand 55+,Search,29/10/2024,GBP,7.27,13.43,68,7
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category - 35-54,Search,29/10/2024,GBP,10.9,15.45,36,5
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Category 55+,Search,29/10/2024,GBP,7.27,8.56,86,3
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Brand,Search,29/10/2024,GBP,8.21,11.69,29,6
BEN Care PCM,999-236-7205,PCM - Search - Town Thorns Care Home - Category,Search,29/10/2024,GBP,12.32,12.95,74,5
New Theatre Royal (Trustees) Portsmouth,822-049-1529,Brand Search,Search,29/10/2024,USD,322.58,34,64,35
New Theatre Royal (Trustees) Portsmouth,822-049-1529,The Very Hungry Caterpillar 2024,Search,29/10/2024,USD,300,0,2,0
BEN Care PCM,999-236-7205,PCM - Search - Lynwood Care Home - Brand - 35-54,Search,30/10/2024,GBP,10.9,5.75,193,3
